Date,USD,GBP,JPY_100,EUR,CHF,updated_at
15/05/1948,2.5e-05,,,,,2026-04-28 19:06:44
19/09/1949,3.57e-05,,,,,2026-04-28 19:06:44
01/01/1954,0.00018,,,,,2026-04-28 19:06:44
10/02/1962,0.0003,0.0008442,,,6.939e-05,2026-04-28 19:06:44
19/11/1967,0.00035,0.0008463,,,8.107e-05,2026-04-28 19:06:44
22/08/1971,0.00042,0.00101576,,,0.00010332,2026-04-28 19:06:44
10/11/1974,0.0006,0.0013977,0.0002,,0.00021409,2026-04-28 19:06:44
18/06/1975,0.000612,0.00137553,0.0002,,0.00024564,2026-04-28 19:06:44
05/08/1975,0.000624,0.00132694,0.0002,,0.00023081,2026-04-28 19:06:44
09/09/1975,0.000636,0.0013321,0.0002,,0.0002356,2026-04-28 19:06:44
28/09/1975,0.0007,0.00142065,0.0002,,0.0002528,2026-04-28 19:06:44
24/11/1975,0.00071,0.00143895,0.0002,,0.0002654,2026-04-28 19:06:44
04/01/1976,0.000724,0.00145625,0.0002,,0.00027476,2026-04-28 19:06:44
11/02/1976,0.000738,0.00148744,0.0002,,0.0002871,2026-04-28 19:06:44
15/03/1976,0.000752,0.00143707,0.0002,,0.00028918,2026-04-28 19:06:44
19/04/1976,0.000767,0.00141358,0.0003,,0.00030239,2026-04-28 19:06:44
20/05/1976,0.000782,0.00140071,0.0003,,0.00031349,2026-04-28 19:06:44
24/06/1976,0.000797,0.0014055,0.0003,,0.00031989,2026-04-28 19:06:44
19/07/1976,0.000812,0.00143359,0.0003,,0.00032624,2026-04-28 19:06:44
20/07/1976,0.00081305,,,,,2026-04-28 19:06:44
21/07/1976,0.00081144,,,,,2026-04-28 19:06:44
22/07/1976,0.00081186,,,,,2026-04-28 19:06:44
23/07/1976,0.00081214,,,,,2026-04-28 19:06:44
26/07/1976,0.00081296,,,,,2026-04-28 19:06:44
27/07/1976,0.0008128,,,,,2026-04-28 19:06:44
28/07/1976,0.00081145,,,,,2026-04-28 19:06:44
29/07/1976,0.0008097,,,,,2026-04-28 19:06:44
30/07/1976,0.00080975,,,,,2026-04-28 19:06:44
01/08/1976,0.0008078,,,,,2026-04-28 19:06:44
02/08/1976,0.00080835,,,,,2026-04-28 19:06:44
03/08/1976,0.00080812,,,,,2026-04-28 19:06:44
04/08/1976,0.00080815,,,,,2026-04-28 19:06:44
06/08/1976,0.0008099,,,,,2026-04-28 19:06:44
08/08/1976,0.0008091,,,,,2026-04-28 19:06:44
09/08/1976,0.00080885,,,,,2026-04-28 19:06:44
10/08/1976,0.00080888,,,,,2026-04-28 19:06:44
11/08/1976,0.00080973,,,,,2026-04-28 19:06:44
12/08/1976,0.00080945,,,,,2026-04-28 19:06:44
13/08/1976,0.00081018,,,,,2026-04-28 19:06:44
15/08/1976,0.00081063,,,,,2026-04-28 19:06:44
16/08/1976,0.0008109,,,,,2026-04-28 19:06:44
17/08/1976,0.000809,,,,,2026-04-28 19:06:44
18/08/1976,0.000807,,,,,2026-04-28 19:06:44
19/08/1976,0.0008082,,,,,2026-04-28 19:06:44
20/08/1976,0.00080833,,,,,2026-04-28 19:06:44
22/08/1976,0.0008088,,,,,2026-04-28 19:06:44
23/08/1976,0.0008079,,,,,2026-04-28 19:06:44
24/08/1976,0.00080714,,,,,2026-04-28 19:06:44
25/08/1976,0.00082075,0.00145176,0.0003,,0.00033178,2026-04-28 19:06:44
26/08/1976,0.00082052,,,,,2026-04-28 19:06:44
27/08/1976,0.00081974,,,,,2026-04-28 19:06:44
29/08/1976,0.00082013,,,,,2026-04-28 19:06:44
30/08/1976,0.00081927,,,,,2026-04-28 19:06:44
31/08/1976,0.00081913,,,,,2026-04-28 19:06:44
01/09/1976,0.00081934,,,,,2026-04-28 19:06:44
02/09/1976,0.00081929,,,,,2026-04-28 19:06:44
03/09/1976,0.00081971,,,,,2026-04-28 19:06:44
05/09/1976,0.00081928,,,,,2026-04-28 19:06:44
06/09/1976,0.00081938,,,,,2026-04-28 19:06:44
07/09/1976,0.00081913,,,,,2026-04-28 19:06:44
08/09/1976,0.00081941,,,,,2026-04-28 19:06:44
09/09/1976,0.00082212,,,,,2026-04-28 19:06:44
10/09/1976,0.00082168,,,,,2026-04-28 19:06:44
12/09/1976,0.00082047,,,,,2026-04-28 19:06:44
13/09/1976,0.00082038,,,,,2026-04-28 19:06:44
14/09/1976,0.00082139,,,,,2026-04-28 19:06:44
15/09/1976,0.00082053,,,,,2026-04-28 19:06:44
16/09/1976,0.00081872,,,,,2026-04-28 19:06:44
17/09/1976,0.00081898,,,,,2026-04-28 19:06:44
19/09/1976,0.0008195,,,,,2026-04-28 19:06:44
20/09/1976,0.00082012,,,,,2026-04-28 19:06:44
21/09/1976,0.00082121,,,,,2026-04-28 19:06:44
22/09/1976,0.00082014,,,,,2026-04-28 19:06:44
23/09/1976,0.00081967,,,,,2026-04-28 19:06:44
24/09/1976,0.00082186,,,,,2026-04-28 19:06:44
27/09/1976,0.00082248,,,,,2026-04-28 19:06:44
28/09/1976,0.00082525,,,,,2026-04-28 19:06:44
29/09/1976,0.00084024,0.00139425,0.0003,,0.00034039,2026-04-28 19:06:44
30/09/1976,0.00083927,,,,,2026-04-28 19:06:44
02/10/1976,0.00083748,,,,,2026-04-28 19:06:44
05/10/1976,0.00083896,,,,,2026-04-28 19:06:44
06/10/1976,0.00083935,,,,,2026-04-28 19:06:44
07/10/1976,0.00083872,,,,,2026-04-28 19:06:44
08/10/1976,0.00083811,,,,,2026-04-28 19:06:44
10/10/1976,0.00083922,,,,,2026-04-28 19:06:44
11/10/1976,0.00083971,,,,,2026-04-28 19:06:44
12/10/1976,0.00084019,,,,,2026-04-28 19:06:44
13/10/1976,0.0008408,,,,,2026-04-28 19:06:44
14/10/1976,0.00084108,,,,,2026-04-28 19:06:44
15/10/1976,0.00084252,,,,,2026-04-28 19:06:44
17/10/1976,0.00084163,,,,,2026-04-28 19:06:44
18/10/1976,0.00084281,,,,,2026-04-28 19:06:44
19/10/1976,0.00084144,,,,,2026-04-28 19:06:44
20/10/1976,0.00084003,,,,,2026-04-28 19:06:44
21/10/1976,0.00083938,,,,,2026-04-28 19:06:44
22/10/1976,0.00083992,,,,,2026-04-28 19:06:44
24/10/1976,0.00083925,,,,,2026-04-28 19:06:44
25/10/1976,0.00084492,,,,,2026-04-28 19:06:44
26/10/1976,0.00084483,,,,,2026-04-28 19:06:44
27/10/1976,0.00084563,,,,,2026-04-28 19:06:44
28/10/1976,0.00084543,,,,,2026-04-28 19:06:44
29/10/1976,0.00084212,,,,,2026-04-28 19:06:44
31/10/1976,0.0008601,,,,,2026-04-28 19:06:44
01/11/1976,0.00085947,0.00136862,0.0003,,0.00035258,2026-04-28 19:06:44
02/11/1976,0.00086036,,,,,2026-04-28 19:06:44
03/11/1976,0.00085928,,,,,2026-04-28 19:06:44
04/11/1976,0.00085743,,,,,2026-04-28 19:06:44
05/11/1976,0.00085655,,,,,2026-04-28 19:06:44
07/11/1976,0.00085774,,,,,2026-04-28 19:06:44
08/11/1976,0.00085792,,,,,2026-04-28 19:06:44
09/11/1976,0.00085685,,,,,2026-04-28 19:06:44
10/11/1976,0.00085636,,,,,2026-04-28 19:06:44
11/11/1976,0.00085648,,,,,2026-04-28 19:06:44
12/11/1976,0.000857,,,,,2026-04-28 19:06:44
14/11/1976,0.00085623,,,,,2026-04-28 19:06:44
15/11/1976,0.00085547,,,,,2026-04-28 19:06:44
16/11/1976,0.00085553,,,,,2026-04-28 19:06:44
17/11/1976,0.00085465,,,,,2026-04-28 19:06:44
18/11/1976,0.0008534,,,,,2026-04-28 19:06:44
19/11/1976,0.0008514,,,,,2026-04-28 19:06:44
21/11/1976,0.00085178,,,,,2026-04-28 19:06:44
22/11/1976,0.0008507,,,,,2026-04-28 19:06:44
23/11/1976,0.00085326,,,,,2026-04-28 19:06:44
24/11/1976,0.00086934,0.00143472,0.0003,,0.00035674,2026-04-28 19:06:44
25/11/1976,0.00087018,,,,,2026-04-28 19:06:44
26/11/1976,0.00086975,,,,,2026-04-28 19:06:44
28/11/1976,0.00086977,,,,,2026-04-28 19:06:44
29/11/1976,0.00087014,,,,,2026-04-28 19:06:44
30/11/1976,0.00087024,,,,,2026-04-28 19:06:44
01/12/1976,0.00086957,,,,,2026-04-28 19:06:44
02/12/1976,0.00086936,,,,,2026-04-28 19:06:44
03/12/1976,0.00086894,,,,,2026-04-28 19:06:44
05/12/1976,0.00086909,,,,,2026-04-28 19:06:44
06/12/1976,0.00086882,,,,,2026-04-28 19:06:44
07/12/1976,0.00086834,,,,,2026-04-28 19:06:44
08/12/1976,0.00086739,,,,,2026-04-28 19:06:44
09/12/1976,0.000867,,,,,2026-04-28 19:06:44
10/12/1976,0.00086664,,,,,2026-04-28 19:06:44
12/12/1976,0.00086648,,,,,2026-04-28 19:06:44
13/12/1976,0.00086588,,,,,2026-04-28 19:06:44
14/12/1976,0.00086494,,,,,2026-04-28 19:06:44
15/12/1976,0.00086526,,,,,2026-04-28 19:06:44
16/12/1976,0.000867,,,,,2026-04-28 19:06:44
17/12/1976,0.00086624,,,,,2026-04-28 19:06:44
19/12/1976,0.0008648,,,,,2026-04-28 19:06:44
20/12/1976,0.00086417,,,,,2026-04-28 19:06:44
21/12/1976,0.00086183,,,,,2026-04-28 19:06:44
22/12/1976,0.00086207,,,,,2026-04-28 19:06:44
23/12/1976,0.00086148,,,,,2026-04-28 19:06:44
24/12/1976,0.00087854,0.0014815,0.0003,,0.00035837,2026-04-28 19:06:44
26/12/1976,0.00087818,,,,,2026-04-28 19:06:44
27/12/1976,0.00087807,,,,,2026-04-28 19:06:44
28/12/1976,0.00087571,,,,,2026-04-28 19:06:44
29/12/1976,0.00087617,,,,,2026-04-28 19:06:44
30/12/1976,0.00087527,,,,,2026-04-28 19:06:44
31/12/1976,0.00087524,,,,,2026-04-28 19:06:44
03/01/1977,0.0008734,,,,,2026-04-28 19:06:44
04/01/1977,0.00087211,,,,,2026-04-28 19:06:44
05/01/1977,0.00087243,,,,,2026-04-28 19:06:44
06/01/1977,0.00087305,,,,,2026-04-28 19:06:44
07/01/1977,0.00087468,,,,,2026-04-28 19:06:44
09/01/1977,0.00087574,,,,,2026-04-28 19:06:44
10/01/1977,0.00087756,,,,,2026-04-28 19:06:44
11/01/1977,0.00087654,,,,,2026-04-28 19:06:44
12/01/1977,0.00087714,,,,,2026-04-28 19:06:44
13/01/1977,0.00087777,,,,,2026-04-28 19:06:44
14/01/1977,0.00087883,,,,,2026-04-28 19:06:44
16/01/1977,0.00087943,,,,,2026-04-28 19:06:44
17/01/1977,0.00089656,0.00153383,0.0003,,0.00035913,2026-04-28 19:06:44
18/01/1977,0.0008956,,,,,2026-04-28 19:06:44
19/01/1977,0.00089627,,,,,2026-04-28 19:06:44
20/01/1977,0.00089609,,,,,2026-04-28 19:06:44
21/01/1977,0.00089547,,,,,2026-04-28 19:06:44
23/01/1977,0.00089585,,,,,2026-04-28 19:06:44
24/01/1977,0.0008954,,,,,2026-04-28 19:06:44
25/01/1977,0.00089816,,,,,2026-04-28 19:06:44
26/01/1977,0.00089884,,,,,2026-04-28 19:06:44
27/01/1977,0.00089806,,,,,2026-04-28 19:06:44
28/01/1977,0.000898,,,,,2026-04-28 19:06:44
30/01/1977,0.00089882,,,,,2026-04-28 19:06:44
31/01/1977,0.00089813,,,,,2026-04-28 19:06:44
01/02/1977,0.00089665,,,,,2026-04-28 19:06:44
02/02/1977,0.00089741,,,,,2026-04-28 19:06:44
03/02/1977,0.0008979,,,,,2026-04-28 19:06:44
04/02/1977,0.00089767,,,,,2026-04-28 19:06:44
06/02/1977,0.00089786,,,,,2026-04-28 19:06:44
07/02/1977,0.00089813,,,,,2026-04-28 19:06:44
08/02/1977,0.00089711,,,,,2026-04-28 19:06:44
09/02/1977,0.00089666,,,,,2026-04-28 19:06:44
10/02/1977,0.00089586,,,,,2026-04-28 19:06:44
11/02/1977,0.00089662,,,,,2026-04-28 19:06:44
13/02/1977,0.00089631,,,,,2026-04-28 19:06:44
14/02/1977,0.00089595,,,,,2026-04-28 19:06:44
15/02/1977,0.00089709,,,,,2026-04-28 19:06:44
16/02/1977,0.00089667,,,,,2026-04-28 19:06:44
17/02/1977,0.00089648,,,,,2026-04-28 19:06:44
18/02/1977,0.00089664,,,,,2026-04-28 19:06:44
20/02/1977,0.00089605,,,,,2026-04-28 19:06:44
21/02/1977,0.00089618,,,,,2026-04-28 19:06:44
22/02/1977,0.00089582,,,,,2026-04-28 19:06:44
23/02/1977,0.0008964,,,,,2026-04-28 19:06:44
24/02/1977,0.00089741,,,,,2026-04-28 19:06:44
25/02/1977,0.00089634,,,,,2026-04-28 19:06:44
27/02/1977,0.00089574,,,,,2026-04-28 19:06:44
28/02/1977,0.00089597,,,,,2026-04-28 19:06:44
01/03/1977,0.0008943,,,,,2026-04-28 19:06:44
02/03/1977,0.00091279,0.00156067,0.0003,,0.00035648,2026-04-28 19:06:44
04/03/1977,0.00091201,,,,,2026-04-28 19:06:44
07/03/1977,0.00091268,,,,,2026-04-28 19:06:44
08/03/1977,0.00091258,,,,,2026-04-28 19:06:44
09/03/1977,0.0009128,,,,,2026-04-28 19:06:44
10/03/1977,0.00091285,,,,,2026-04-28 19:06:44
11/03/1977,0.00091295,,,,,2026-04-28 19:06:44
13/03/1977,0.00091278,,,,,2026-04-28 19:06:44
14/03/1977,0.0009124,,,,,2026-04-28 19:06:44
15/03/1977,0.00091263,,,,,2026-04-28 19:06:44
16/03/1977,0.0009125,,,,,2026-04-28 19:06:44
17/03/1977,0.00091225,,,,,2026-04-28 19:06:44
18/03/1977,0.00091204,,,,,2026-04-28 19:06:44
20/03/1977,0.00091208,,,,,2026-04-28 19:06:44
21/03/1977,0.00092891,0.00159205,0.0003,,0.00036434,2026-04-28 19:06:44
22/03/1977,0.00092891,,,,,2026-04-28 19:06:44
25/03/1977,0.00092868,,,,,2026-04-28 19:06:44
27/03/1977,0.00092857,,,,,2026-04-28 19:06:44
28/03/1977,0.00092854,,,,,2026-04-28 19:06:44
29/03/1977,0.00092803,,,,,2026-04-28 19:06:44
30/03/1977,0.00092833,,,,,2026-04-28 19:06:44
31/03/1977,0.00092784,,,,,2026-04-28 19:06:44
01/04/1977,0.00092803,,,,,2026-04-28 19:06:44
04/04/1977,0.00092785,,,,,2026-04-28 19:06:44
05/04/1977,0.00092789,,,,,2026-04-28 19:06:44
06/04/1977,0.00092773,,,,,2026-04-28 19:06:44
07/04/1977,0.00092774,,,,,2026-04-28 19:06:44
08/04/1977,0.00092734,,,,,2026-04-28 19:06:44
10/04/1977,0.00092737,,,,,2026-04-28 19:06:44
11/04/1977,0.0009273,,,,,2026-04-28 19:06:44
12/04/1977,0.00092686,,,,,2026-04-28 19:06:44
13/04/1977,0.0009259,,,,,2026-04-28 19:06:44
14/04/1977,0.00092511,,,,,2026-04-28 19:06:44
15/04/1977,0.00092596,,,,,2026-04-28 19:06:44
17/04/1977,0.00092532,,,,,2026-04-28 19:06:44
18/04/1977,0.00092483,,,,,2026-04-28 19:06:44
19/04/1977,0.00092538,,,,,2026-04-28 19:06:44
20/04/1977,0.00092524,,,,,2026-04-28 19:06:44
22/04/1977,0.00092592,,,,,2026-04-28 19:06:44
24/04/1977,0.0009258,,,,,2026-04-28 19:06:44
25/04/1977,0.000925,,,,,2026-04-28 19:06:44
26/04/1977,0.00092549,,,,,2026-04-28 19:06:44
27/04/1977,0.00092533,,,,,2026-04-28 19:06:44
28/04/1977,0.0009238,,,,,2026-04-28 19:06:44
29/04/1977,0.00092416,,,,,2026-04-28 19:06:44
01/05/1977,0.00092286,,,,,2026-04-28 19:06:44
02/05/1977,0.00092361,,,,,2026-04-28 19:06:44
03/05/1977,0.00092369,,,,,2026-04-28 19:06:44
04/05/1977,0.00092372,,,,,2026-04-28 19:06:44
05/05/1977,0.00092224,,,,,2026-04-28 19:06:44
06/05/1977,0.00092285,,,,,2026-04-28 19:06:44
08/05/1977,0.00092277,,,,,2026-04-28 19:06:44
09/05/1977,0.00092374,,,,,2026-04-28 19:06:44
10/05/1977,0.00092389,,,,,2026-04-28 19:06:44
11/05/1977,0.00092556,,,,,2026-04-28 19:06:44
12/05/1977,0.00092547,,,,,2026-04-28 19:06:44
13/05/1977,0.00092358,,,,,2026-04-28 19:06:44
15/05/1977,0.00092454,,,,,2026-04-28 19:06:44
16/05/1977,0.00092445,,,,,2026-04-28 19:06:44
18/05/1977,0.00092349,,,,,2026-04-28 19:06:44
19/05/1977,0.00092347,,,,,2026-04-28 19:06:44
20/05/1977,0.00092431,,,,,2026-04-28 19:06:44
22/05/1977,0.00092432,,,,,2026-04-28 19:06:44
23/05/1977,0.00092497,,,,,2026-04-28 19:06:44
25/05/1977,0.00094145,0.0016143,0.0003,,0.00037418,2026-04-28 19:06:44
26/05/1977,0.00094166,,,,,2026-04-28 19:06:44
27/05/1977,0.00094147,,,,,2026-04-28 19:06:44
29/05/1977,0.000942,,,,,2026-04-28 19:06:44
30/05/1977,0.00094167,,,,,2026-04-28 19:06:44
31/05/1977,0.0009419,,,,,2026-04-28 19:06:44
01/06/1977,0.0009419,,,,,2026-04-28 19:06:44
02/06/1977,0.00094143,,,,,2026-04-28 19:06:44
03/06/1977,0.00094154,,,,,2026-04-28 19:06:44
05/06/1977,0.00094182,,,,,2026-04-28 19:06:44
06/06/1977,0.00094139,,,,,2026-04-28 19:06:44
07/06/1977,0.00094202,,,,,2026-04-28 19:06:44
08/06/1977,0.00094191,,,,,2026-04-28 19:06:44
09/06/1977,0.00094158,,,,,2026-04-28 19:06:44
10/06/1977,0.00094186,,,,,2026-04-28 19:06:44
12/06/1977,0.000942,,,,,2026-04-28 19:06:44
13/06/1977,0.00094156,,,,,2026-04-28 19:06:44
14/06/1977,0.00094178,,,,,2026-04-28 19:06:44
15/06/1977,0.00094178,,,,,2026-04-28 19:06:44
16/06/1977,0.00094172,,,,,2026-04-28 19:06:44
17/06/1977,0.00094196,,,,,2026-04-28 19:06:44
19/06/1977,0.00094204,,,,,2026-04-28 19:06:44
20/06/1977,0.00094252,,,,,2026-04-28 19:06:44
21/06/1977,0.00094262,,,,,2026-04-28 19:06:44
22/06/1977,0.00094213,,,,,2026-04-28 19:06:44
23/06/1977,0.00094217,,,,,2026-04-28 19:06:44
24/06/1977,0.00094223,,,,,2026-04-28 19:06:44
26/06/1977,0.00094152,,,,,2026-04-28 19:06:44
27/06/1977,0.00094166,,,,,2026-04-28 19:06:44
28/06/1977,0.00094188,,,,,2026-04-28 19:06:44
29/06/1977,0.00094075,,,,,2026-04-28 19:06:44
30/06/1977,0.00093928,,,,,2026-04-28 19:06:44
01/07/1977,0.00093962,,,,,2026-04-28 19:06:44
03/07/1977,0.00093965,,,,,2026-04-28 19:06:44
04/07/1977,0.00095647,0.00164368,0.0004,,0.000391,2026-04-28 19:06:44
05/07/1977,0.0009539,,,,,2026-04-28 19:06:44
06/07/1977,0.00095491,,,,,2026-04-28 19:06:44
07/07/1977,0.00095347,,,,,2026-04-28 19:06:44
08/07/1977,0.00095357,,,,,2026-04-28 19:06:44
10/07/1977,0.0009529,,,,,2026-04-28 19:06:44
11/07/1977,0.00095183,,,,,2026-04-28 19:06:44
12/07/1977,0.00095122,,,,,2026-04-28 19:06:44
13/07/1977,0.00095009,,,,,2026-04-28 19:06:44
14/07/1977,0.00095056,,,,,2026-04-28 19:06:44
15/07/1977,0.00095132,,,,,2026-04-28 19:06:44
17/07/1977,0.0009508,,,,,2026-04-28 19:06:44
18/07/1977,0.00096827,0.00166356,0.0004,,0.0004017,2026-04-28 19:06:44
19/07/1977,0.00096656,,,,,2026-04-28 19:06:44
20/07/1977,0.00096511,,,,,2026-04-28 19:06:44
21/07/1977,0.0009638,,,,,2026-04-28 19:06:44
22/07/1977,0.00096539,,,,,2026-04-28 19:06:44
25/07/1977,0.00096315,,,,,2026-04-28 19:06:44
26/07/1977,0.00096265,,,,,2026-04-28 19:06:44
27/07/1977,0.00096393,,,,,2026-04-28 19:06:44
28/07/1977,0.00096273,,,,,2026-04-28 19:06:44
29/07/1977,0.00096644,,,,,2026-04-28 19:06:44
31/07/1977,0.00096783,,,,,2026-04-28 19:06:44
01/08/1977,0.00098694,0.00171428,0.0004,,0.00041011,2026-04-28 19:06:44
02/08/1977,0.00098615,,,,,2026-04-28 19:06:44
03/08/1977,0.00098427,,,,,2026-04-28 19:06:44
04/08/1977,0.00098505,,,,,2026-04-28 19:06:44
05/08/1977,0.00098568,,,,,2026-04-28 19:06:44
07/08/1977,0.0009857,,,,,2026-04-28 19:06:44
08/08/1977,0.00098738,,,,,2026-04-28 19:06:44
09/08/1977,0.00098831,,,,,2026-04-28 19:06:44
10/08/1977,0.00098934,,,,,2026-04-28 19:06:44
11/08/1977,0.00098913,,,,,2026-04-28 19:06:44
12/08/1977,0.00099081,,,,,2026-04-28 19:06:44
14/08/1977,0.00099194,,,,,2026-04-28 19:06:44
15/08/1977,0.00099155,,,,,2026-04-28 19:06:44
16/08/1977,0.0009927,,,,,2026-04-28 19:06:44
17/08/1977,0.00101026,0.00175751,0.0004,,0.00041489,2026-04-28 19:06:44
18/08/1977,0.00101176,,,,,2026-04-28 19:06:44
19/08/1977,0.00101006,,,,,2026-04-28 19:06:44
21/08/1977,0.00101033,,,,,2026-04-28 19:06:44
22/08/1977,0.00100932,,,,,2026-04-28 19:06:44
23/08/1977,0.00100946,,,,,2026-04-28 19:06:44
24/08/1977,0.00100735,,,,,2026-04-28 19:06:44
25/08/1977,0.00100746,,,,,2026-04-28 19:06:44
26/08/1977,0.00100866,,,,,2026-04-28 19:06:44
28/08/1977,0.00100802,,,,,2026-04-28 19:06:44
29/08/1977,0.00100817,,,,,2026-04-28 19:06:44
30/08/1977,0.00101032,,,,,2026-04-28 19:06:44
31/08/1977,0.00100925,,,,,2026-04-28 19:06:44
01/09/1977,0.00100888,,,,,2026-04-28 19:06:44
02/09/1977,0.00100859,,,,,2026-04-28 19:06:44
04/09/1977,0.00100922,,,,,2026-04-28 19:06:44
05/09/1977,0.00100973,,,,,2026-04-28 19:06:44
06/09/1977,0.00100997,,,,,2026-04-28 19:06:44
07/09/1977,0.00100892,,,,,2026-04-28 19:06:44
08/09/1977,0.00100878,,,,,2026-04-28 19:06:44
09/09/1977,0.00101039,,,,,2026-04-28 19:06:44
11/09/1977,0.00101042,,,,,2026-04-28 19:06:44
12/09/1977,0.00101132,,,,,2026-04-28 19:06:44
15/09/1977,0.0010106,,,,,2026-04-28 19:06:44
16/09/1977,0.00101052,,,,,2026-04-28 19:06:44
18/09/1977,0.00101103,,,,,2026-04-28 19:06:44
19/09/1977,0.00101037,,,,,2026-04-28 19:06:44
20/09/1977,0.00103008,0.00179261,0.0004,,0.00043347,2026-04-28 19:06:44
21/09/1977,0.00102952,,,,,2026-04-28 19:06:44
23/09/1977,0.00103049,,,,,2026-04-28 19:06:44
25/09/1977,0.00103012,,,,,2026-04-28 19:06:44
26/09/1977,0.0010302,,,,,2026-04-28 19:06:44
28/09/1977,0.00103055,,,,,2026-04-28 19:06:44
29/09/1977,0.00102919,,,,,2026-04-28 19:06:44
30/09/1977,0.00102764,,,,,2026-04-28 19:06:44
02/10/1977,0.00102648,,,,,2026-04-28 19:06:44
03/10/1977,0.00102305,,,,,2026-04-28 19:06:44
05/10/1977,0.00102465,,,,,2026-04-28 19:06:44
06/10/1977,0.00102177,,,,,2026-04-28 19:06:44
07/10/1977,0.00102248,,,,,2026-04-28 19:06:44
09/10/1977,0.00102196,,,,,2026-04-28 19:06:44
10/10/1977,0.00102188,,,,,2026-04-28 19:06:44
11/10/1977,0.00102306,,,,,2026-04-28 19:06:44
12/10/1977,0.00102464,,,,,2026-04-28 19:06:44
13/10/1977,0.00102151,,,,,2026-04-28 19:06:44
14/10/1977,0.00101832,,,,,2026-04-28 19:06:44
16/10/1977,0.00101832,,,,,2026-04-28 19:06:44
17/10/1977,0.00103543,0.00183451,0.0004,,0.0004576,2026-04-28 19:06:44
18/10/1977,0.00103695,,,,,2026-04-28 19:06:44
19/10/1977,0.00103647,,,,,2026-04-28 19:06:44
20/10/1977,0.00103942,,,,,2026-04-28 19:06:44
21/10/1977,0.00103825,,,,,2026-04-28 19:06:44
23/10/1977,0.00103784,,,,,2026-04-28 19:06:44
24/10/1977,0.00103622,,,,,2026-04-28 19:06:44
25/10/1977,0.00103634,,,,,2026-04-28 19:06:44
26/10/1977,0.00103619,,,,,2026-04-28 19:06:44
27/10/1977,0.00103522,,,,,2026-04-28 19:06:44
28/10/1977,0.00103632,,,,,2026-04-28 19:06:44
31/10/1977,0.001525,0.0027907,0.0006,,0.0006832,2026-04-28 19:06:44
01/11/1977,0.0015229,0.0028296,0.0006,,0.0006875,2026-04-28 19:06:44
02/11/1977,0.0015203,0.0027958,0.0006,,0.0006859,2026-04-28 19:06:44
03/11/1977,0.0015194,0.0027873,,,0.0006865,2026-04-28 19:06:44
04/11/1977,0.0015206,0.0027424,0.0006,,0.0006834,2026-04-28 19:06:44
07/11/1977,0.0015208,0.0027546,0.0006,,0.0006867,2026-04-28 19:06:44
08/11/1977,0.001521,0.0027484,0.0006,,0.0006828,2026-04-28 19:06:44
09/11/1977,0.0015219,0.0027666,0.0006,,0.0006874,2026-04-28 19:06:44
10/11/1977,0.0015228,0.0027514,0.0006,,0.0006857,2026-04-28 19:06:44
11/11/1977,0.0015227,0.0027751,0.0006,,0.0006886,2026-04-28 19:06:44
14/11/1977,0.0015217,0.0027665,0.0006,,0.000689,2026-04-28 19:06:44
15/11/1977,0.0015213,0.0027646,0.0006,,0.0006874,2026-04-28 19:06:44
16/11/1977,0.0015213,0.0027633,0.0006,,0.0006904,2026-04-28 19:06:44
17/11/1977,0.0015228,0.0027736,0.0006,,0.0006909,2026-04-28 19:06:44
18/11/1977,0.0015241,0.0027728,0.0006,,0.0006899,2026-04-28 19:06:44
21/11/1977,0.001526,0.0027936,0.0006,,0.0006951,2026-04-28 19:06:44
22/11/1977,0.0015262,0.0027648,0.0006,,0.0006947,2026-04-28 19:06:44
23/11/1977,0.0015264,0.0027718,,,0.0006959,2026-04-28 19:06:44
24/11/1977,0.0015277,0.0027805,0.0006,,0.0007023,2026-04-28 19:06:44
25/11/1977,0.0015292,0.0027725,0.0006,,0.0007058,2026-04-28 19:06:44
28/11/1977,0.0015298,0.0027804,0.0006,,0.0007097,2026-04-28 19:06:44
29/11/1977,0.0015303,0.0027828,0.0006,,0.0007114,2026-04-28 19:06:44
30/11/1977,0.00153,0.0027777,0.0006,,0.0007081,2026-04-28 19:06:44
01/12/1977,0.0015297,0.0027803,0.0006,,0.0007117,2026-04-28 19:06:44
02/12/1977,0.0015298,0.0027802,0.0006,,0.0007148,2026-04-28 19:06:44
05/12/1977,0.00153,0.0028014,0.0006,,0.0007195,2026-04-28 19:06:44
06/12/1977,0.0015302,0.0028155,0.0006,,0.0007258,2026-04-28 19:06:44
07/12/1977,0.0015303,0.0027966,0.0006,,0.0007237,2026-04-28 19:06:44
08/12/1977,0.0015301,0.0027963,0.0006,,0.0007197,2026-04-28 19:06:44
09/12/1977,0.0015302,0.0027972,0.0006,,0.0007162,2026-04-28 19:06:44
12/12/1977,0.0015303,0.0028065,0.0006,,0.0007182,2026-04-28 19:06:44
13/12/1977,0.0015303,0.0028089,0.0006,,0.0007261,2026-04-28 19:06:44
14/12/1977,0.0015304,0.0028304,0.0006,,0.0007368,2026-04-28 19:06:44
15/12/1977,0.0015304,0.0028314,0.0006,,0.0007408,2026-04-28 19:06:44
16/12/1977,0.0015305,0.0028323,0.0006,,0.0007399,2026-04-28 19:06:44
19/12/1977,0.0015308,0.0028504,0.0006,,0.0007467,2026-04-28 19:06:44
